CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn
CUST_3288,39,Male,Month-to-month,119.93,4317.48,Yes,No,36,Yes,Credit card,No
CUST_3739,64,Female,Month-to-month,35.22,986.16,No,DSL,28,Yes,Bank transfer,Yes
CUST_3883,49,Female,One year,80.78,1696.38,No,DSL,21,Yes,Bank transfer,No
CUST_4575,28,Female,Month-to-month,42.11,0.0,No,Fiber optic,0,Yes,Credit card,No
CUST_1714,27,Female,Two year,90.46,3980.24,No,DSL,44,Yes,Electronic check,No
CUST_1268,69,Male,Month-to-month,39.16,469.92,Yes,Fiber optic,12,Yes,Electronic check,No
CUST_2128,29,Female,One year,28.1,1798.4,Yes,No,64,Yes,Credit card,No
CUST_4625,57,Male,Month-to-month,110.98,776.86,No,No,7,No,Electronic check,No
CUST_4422,50,Male,Month-to-month,96.13,2018.73,No,Fiber optic,21,Yes,Bank transfer,Yes
CUST_2309,53,Male,Two year,87.63,5871.21,No,Fiber optic,67,Yes,Electronic check,No
CUST_4235,34,Female,Two year,61.33,3127.83,Yes,DSL,51,Yes,Bank transfer,No
CUST_2681,60,Female,Month-to-month,35.85,2366.1,No,DSL,66,No,Electronic check,No
CUST_2439,32,Female,One year,70.46,2607.02,No,Fiber optic,37,Yes,Electronic check,Yes
CUST_56,61,Male,Month-to-month,34.61,449.93,Yes,Fiber optic,13,Yes,Electronic check,No
CUST_123,70,Male,Two year,58.27,1806.37,No,DSL,31,No,Mailed check,No
CUST_3589,42,Female,Two year,47.13,2545.02,Yes,Fiber optic,54,No,Credit card,No
CUST_928,39,Male,One year,23.95,1556.75,No,Fiber optic,65,Yes,Bank transfer,No
CUST_4874,23,Male,Month-to-month,50.61,3593.31,No,Fiber optic,71,Yes,Bank transfer,No
CUST_3796,24,Female,Two year,80.79,3393.18,No,No,42,No,Mailed check,No
CUST_482,57,Male,One year,38.26,2372.12,No,DSL,62,Yes,Electronic check,Yes
CUST_4917,45,Male,Month-to-month,91.75,825.75,Yes,DSL,9,No,Mailed check,Yes
CUST_1263,55,Female,Two year,58.31,524.79,No,DSL,9,Yes,Electronic check,No
CUST_2964,36,Female,Month-to-month,90.44,4793.32,No,No,53,Yes,Credit card,No
CUST_585,56,Female,Month-to-month,66.15,3638.25,Yes,No,55,Yes,Credit card,Yes
CUST_906,52,Male,Month-to-month,71.71,3226.95,No,No,45,Yes,Electronic check,No
CUST_1844,50,Male,Month-to-month,28.54,57.08,No,DSL,2,Yes,Bank transfer,No
CUST_1631,63,Male,One year,63.09,4100.85,No,No,65,No,Mailed check,No
CUST_202,23,Male,Month-to-month,113.09,2261.8,No,No,20,No,Credit card,No
CUST_3154,39,Female,Month-to-month,96.24,3560.88,No,DSL,37,Yes,Electronic check,No
CUST_3380,45,Female,Two year,90.9,999.9,No,Fiber optic,11,No,Credit card,No
CUST_3590,38,Male,One year,53.0,371.0,Yes,Fiber optic,7,Yes,Credit card,No
CUST_2096,38,Male,One year,24.46,1100.7,No,Fiber optic,45,No,Credit card,Yes
CUST_4019,41,Female,Two year,56.43,959.31,Yes,Fiber optic,17,No,Electronic check,No
CUST_1446,65,Male,Month-to-month,107.36,3435.52,Yes,DSL,32,Yes,Credit card,No
CUST_2527,27,Male,One year,52.17,2243.31,No,DSL,43,No,Mailed check,No
CUST_1962,18,Male,Month-to-month,102.92,3705.12,No,DSL,36,No,Mailed check,No
CUST_4455,57,Male,Month-to-month,47.66,1334.48,No,Fiber optic,28,No,Mailed check,No
CUST_798,60,Female,Month-to-month,24.6,762.6,No,Fiber optic,31,Yes,Electronic check,No
CUST_3921,52,Female,Month-to-month,113.28,6910.08,Yes,Fiber optic,61,Yes,Mailed check,Yes
CUST_4645,37,Female,Month-to-month,66.84,1804.68,No,No,27,Yes,Credit card,No
CUST_1236,67,Female,Month-to-month,108.45,4446.45,No,DSL,41,Yes,Electronic check,Yes
CUST_312,61,Female,Two year,108.47,7592.9,Yes,DSL,70,Yes,Mailed check,No
CUST_4792,24,Male,Two year,58.11,174.33,No,Fiber optic,3,Yes,Bank transfer,No
CUST_140,65,Male,One year,38.12,1562.92,No,DSL,41,Yes,Mailed check,No
CUST_2612,55,Male,Two year,29.98,1199.2,No,No,40,No,Mailed check,No
CUST_1803,23,Male,Two year,75.8,2046.6,Yes,Fiber optic,27,Yes,Mailed check,No
CUST_4949,24,Female,Two year,50.05,1151.15,No,DSL,23,No,Bank transfer,No
CUST_4472,31,Female,One year,80.44,563.08,Yes,DSL,7,No,Mailed check,No
CUST_3727,50,Male,Month-to-month,106.55,6073.35,No,No,57,Yes,Electronic check,Yes
CUST_1021,30,Male,Month-to-month,56.76,3916.44,No,DSL,69,Yes,Electronic check,No
CUST_777,30,Female,Two year,47.63,95.26,No,DSL,2,Yes,Bank transfer,Yes
CUST_1513,21,Male,Month-to-month,117.6,6585.6,Yes,DSL,56,No,Credit card,No
CUST_1247,69,Male,Month-to-month,30.42,1855.62,No,DSL,61,Yes,Bank transfer,No
CUST_4991,53,Male,Two year,40.21,2452.81,No,DSL,61,Yes,Credit card,No
CUST_4970,23,Female,Two year,83.7,167.4,No,Fiber optic,2,Yes,Bank transfer,Yes
CUST_1135,39,Female,Month-to-month,82.12,1560.28,Yes,Fiber optic,19,No,Bank transfer,Yes
CUST_2915,56,Male,Month-to-month,43.65,1876.95,No,No,43,No,Credit card,Yes
CUST_4061,51,Male,Month-to-month,92.08,276.24,Yes,Fiber optic,3,No,Mailed check,No
CUST_3422,27,Male,Month-to-month,56.51,2768.99,No,DSL,49,Yes,Mailed check,No
CUST_2692,40,Male,Month-to-month,23.53,447.07,Yes,Fiber optic,19,No,Credit card,No
CUST_4214,21,Female,One year,39.68,1349.12,No,DSL,34,No,Bank transfer,No
CUST_937,46,Female,Month-to-month,21.48,579.96,Yes,Fiber optic,27,Yes,Bank transfer,No
CUST_407,27,Female,Month-to-month,85.46,4102.08,No,No,48,No,Bank transfer,No
CUST_2114,54,Female,One year,23.27,1396.2,No,Fiber optic,60,No,Electronic check,No
CUST_4021,46,Female,One year,44.25,1593.0,No,No,36,No,Electronic check,No
CUST_4512,25,Female,Month-to-month,103.13,3918.94,Yes,DSL,38,Yes,Mailed check,No
CUST_513,45,Male,Month-to-month,66.94,4819.68,Yes,DSL,72,Yes,Mailed check,No
CUST_3751,21,Male,Two year,30.07,60.14,No,Fiber optic,2,Yes,Credit card,No
CUST_1169,49,Female,Month-to-month,22.65,1155.15,No,Fiber optic,51,No,Mailed check,No
CUST_3361,36,Female,Month-to-month,101.68,3965.52,No,DSL,39,No,Credit card,Yes
CUST_1973,66,Female,One year,92.44,6008.6,No,DSL,65,Yes,Mailed check,No
CUST_3488,33,Female,Month-to-month,71.11,4906.59,No,DSL,69,No,Electronic check,No
CUST_3323,24,Female,One year,22.18,399.24,No,Fiber optic,18,Yes,Credit card,No
CUST_3218,66,Male,Two year,101.81,407.24,No,Fiber optic,4,No,Bank transfer,No
CUST_1653,45,Female,Month-to-month,29.65,1867.95,Yes,DSL,63,Yes,Bank transfer,Yes
CUST_3507,63,Male,Month-to-month,20.8,1060.8,No,DSL,51,Yes,Bank transfer,Yes
CUST_4559,69,Female,Two year,27.88,585.48,Yes,Fiber optic,21,No,Credit card,No
CUST_3053,67,Female,Month-to-month,48.84,2832.72,No,Fiber optic,58,No,Bank transfer,No
CUST_2959,59,Male,Month-to-month,43.4,86.8,No,Fiber optic,2,No,Bank transfer,No
CUST_3253,52,Male,One year,44.34,2527.38,No,Fiber optic,57,Yes,Electronic check,Yes
CUST_1174,25,Male,Two year,27.5,330.0,No,DSL,12,Yes,Bank transfer,No
CUST_2730,46,Male,Month-to-month,112.75,4171.75,No,Fiber optic,37,No,Mailed check,No
CUST_522,24,Female,Month-to-month,48.64,3210.24,No,DSL,66,Yes,Mailed check,No
CUST_2770,46,Male,One year,30.74,215.18,No,DSL,7,No,Credit card,No
CUST_334,68,Male,Month-to-month,96.4,578.4,No,DSL,6,No,Credit card,No
CUST_3898,29,Female,Month-to-month,105.12,4309.92,No,Fiber optic,41,Yes,Bank transfer,Yes
CUST_1802,45,Female,Two year,104.77,1571.55,No,DSL,15,Yes,Mailed check,No
CUST_3595,29,Female,Month-to-month,24.65,936.7,No,Fiber optic,38,Yes,Electronic check,No
CUST_1450,32,Female,One year,36.45,583.2,Yes,DSL,16,No,Bank transfer,No
CUST_2304,32,Female,One year,63.72,2230.2,Yes,Fiber optic,35,Yes,Electronic check,Yes
CUST_3603,63,Female,Month-to-month,107.11,6319.49,No,Fiber optic,59,Yes,Bank transfer,Yes
CUST_945,47,Female,One year,40.46,1820.7,No,No,45,No,Credit card,Yes
CUST_803,64,Male,One year,106.38,1595.7,Yes,Fiber optic,15,Yes,Electronic check,No
CUST_446,60,Female,Month-to-month,35.22,70.44,No,DSL,2,Yes,Mailed check,No
CUST_1956,41,Male,Month-to-month,74.15,741.5,No,Fiber optic,10,Yes,Credit card,Yes
CUST_4523,40,Male,One year,38.89,2255.62,No,DSL,58,Yes,Mailed check,No
CUST_3742,47,Female,Two year,38.3,919.2,No,Fiber optic,24,Yes,Credit card,No
CUST_1364,35,Female,Two year,91.8,0.0,Yes,DSL,0,Yes,Bank transfer,No
CUST_933,68,Male,Month-to-month,43.2,518.4,Yes,Fiber optic,12,No,Electronic check,No
CUST_3706,37,Male,Two year,109.78,5598.78,Yes,DSL,51,Yes,Electronic check,No
CUST_1099,45,Female,Month-to-month,88.04,4490.04,Yes,DSL,51,Yes,Bank transfer,No
CUST_3287,51,Male,Month-to-month,116.11,3483.3,Yes,DSL,30,No,Bank transfer,No
CUST_1917,19,Male,One year,49.12,2161.28,Yes,DSL,44,Yes,Electronic check,Yes
CUST_1084,44,Male,One year,62.19,621.9,No,Fiber optic,10,Yes,Mailed check,No
CUST_3992,55,Male,Two year,80.94,4047.0,No,DSL,50,No,Bank transfer,Yes
CUST_4600,19,Male,One year,66.49,1130.33,No,Fiber optic,17,Yes,Electronic check,No
CUST_2937,47,Female,Two year,88.84,4442.0,Yes,Fiber optic,50,Yes,Bank transfer,No
CUST_1255,31,Female,Month-to-month,92.68,4170.6,Yes,DSL,45,Yes,Mailed check,No
CUST_1117,43,Female,Two year,96.49,5885.89,No,No,61,No,Electronic check,No
CUST_3372,62,Male,Month-to-month,51.65,619.8,No,Fiber optic,12,Yes,Bank transfer,Yes
CUST_172,66,Male,Month-to-month,100.55,3519.25,No,No,35,Yes,Electronic check,No
CUST_379,48,Female,Two year,39.91,1676.22,No,Fiber optic,42,Yes,Bank transfer,No
CUST_571,41,Female,Two year,90.01,4140.46,No,No,46,No,Bank transfer,Yes
CUST_2263,34,Male,Month-to-month,26.55,1274.4,Yes,Fiber optic,48,Yes,Electronic check,No
CUST_3517,53,Male,Month-to-month,76.15,2741.4,Yes,No,36,Yes,Credit card,No
CUST_4623,44,Male,Month-to-month,77.42,774.2,No,Fiber optic,10,No,Electronic check,No
CUST_3643,38,Male,Two year,45.78,366.24,No,No,8,No,Credit card,No
CUST_191,55,Female,Month-to-month,98.1,5689.8,No,Fiber optic,58,Yes,Credit card,Yes
CUST_3781,70,Female,Month-to-month,101.33,6991.77,No,Fiber optic,69,No,Mailed check,No
CUST_2367,28,Male,Two year,24.27,509.67,No,Fiber optic,21,No,Mailed check,No
CUST_179,61,Male,Month-to-month,36.62,2416.92,No,No,66,Yes,Credit card,No
CUST_4946,19,Male,Month-to-month,47.17,801.89,No,DSL,17,Yes,Mailed check,No
CUST_3945,35,Female,Month-to-month,88.91,889.1,No,DSL,10,Yes,Credit card,No
CUST_2696,38,Female,One year,21.79,828.02,Yes,DSL,38,Yes,Electronic check,No
CUST_2905,19,Male,Month-to-month,109.3,6339.4,No,DSL,58,No,Mailed check,No
CUST_3462,64,Female,Month-to-month,107.0,3317.0,No,No,31,Yes,Mailed check,Yes
CUST_472,49,Male,Month-to-month,113.27,226.54,No,No,2,No,Bank transfer,No
CUST_2008,27,Female,Month-to-month,54.21,2385.24,Yes,DSL,44,Yes,Credit card,No
CUST_3020,59,Female,Month-to-month,88.26,88.26,No,Fiber optic,1,Yes,Credit card,No
CUST_4179,40,Female,One year,117.67,5059.81,No,Fiber optic,43,Yes,Bank transfer,Yes
CUST_3186,46,Male,Month-to-month,30.75,707.25,No,Fiber optic,23,Yes,Mailed check,Yes
CUST_4100,20,Male,One year,115.72,578.6,Yes,DSL,5,Yes,Mailed check,No
CUST_13,42,Female,Two year,52.87,1216.01,Yes,DSL,23,Yes,Bank transfer,No
CUST_2465,36,Male,Two year,75.34,678.06,No,No,9,Yes,Mailed check,No
CUST_1522,47,Male,One year,56.65,849.75,Yes,Fiber optic,15,No,Bank transfer,No
CUST_4691,59,Female,Two year,25.86,724.08,No,No,28,No,Bank transfer,No
CUST_4548,69,Female,Month-to-month,25.34,1216.32,Yes,No,48,No,Credit card,No
CUST_4309,49,Female,One year,80.97,1133.58,No,Fiber optic,14,No,Mailed check,No
CUST_4013,66,Male,Month-to-month,69.97,3638.44,No,DSL,52,Yes,Mailed check,No
CUST_4875,40,Male,Month-to-month,49.2,98.4,No,Fiber optic,2,No,Electronic check,No
CUST_273,24,Male,Month-to-month,47.44,1755.28,No,DSL,37,Yes,Bank transfer,Yes
CUST_1814,67,Female,One year,28.1,1095.9,No,Fiber optic,39,Yes,Mailed check,No
CUST_3357,18,Male,Month-to-month,108.79,1740.64,Yes,Fiber optic,16,Yes,Electronic check,No
CUST_1075,38,Male,Month-to-month,25.33,633.25,Yes,DSL,25,No,Mailed check,Yes
CUST_2004,27,Female,Two year,71.08,2772.12,No,No,39,Yes,Electronic check,No
CUST_3463,68,Female,Month-to-month,87.82,2898.06,No,DSL,33,Yes,Electronic check,No
CUST_4967,54,Male,One year,20.91,125.46,Yes,Fiber optic,6,Yes,Bank transfer,Yes
CUST_2147,58,Male,Month-to-month,116.13,7432.32,No,DSL,64,No,Credit card,Yes
CUST_1622,70,Male,Month-to-month,70.48,2889.68,No,Fiber optic,41,No,Credit card,No
CUST_17,49,Male,Month-to-month,32.9,2204.3,No,No,67,Yes,Electronic check,No
CUST_767,42,Female,Two year,92.68,92.68,No,Fiber optic,1,Yes,Credit card,No
CUST_4202,30,Male,Two year,99.32,5263.96,No,Fiber optic,53,Yes,Credit card,Yes
CUST_2037,22,Female,One year,44.5,267.0,No,No,6,Yes,Bank transfer,No
CUST_337,23,Female,Month-to-month,43.19,3109.68,No,DSL,72,Yes,Credit card,No
CUST_3184,25,Male,One year,84.74,2033.76,Yes,DSL,24,Yes,Mailed check,No
CUST_1204,60,Male,Month-to-month,41.57,1912.22,No,Fiber optic,46,Yes,Bank transfer,No
CUST_2376,69,Male,Month-to-month,92.02,644.14,Yes,No,7,Yes,Mailed check,Yes
CUST_4850,37,Male,Month-to-month,49.07,1619.31,No,No,33,Yes,Electronic check,No
CUST_1654,55,Male,Month-to-month,68.67,2472.12,No,DSL,36,No,Mailed check,No
CUST_1885,65,Male,Two year,81.13,5111.19,Yes,No,63,No,Electronic check,No
CUST_4295,47,Male,One year,53.51,1765.83,Yes,Fiber optic,33,No,Bank transfer,Yes
CUST_1581,56,Male,Month-to-month,64.45,644.5,No,DSL,10,No,Electronic check,Yes
CUST_1758,21,Male,One year,35.62,605.54,Yes,No,17,No,Bank transfer,No
CUST_1454,22,Male,Month-to-month,33.55,301.95,No,Fiber optic,9,Yes,Mailed check,No
CUST_2093,26,Male,One year,118.79,6295.87,No,Fiber optic,53,Yes,Electronic check,No
CUST_3442,19,Male,Month-to-month,21.45,214.5,Yes,DSL,10,No,Bank transfer,No
CUST_2481,30,Female,Month-to-month,28.39,255.51,No,Fiber optic,9,No,Electronic check,No
CUST_4979,51,Female,One year,79.49,3736.03,No,No,47,Yes,Mailed check,No
CUST_1451,51,Female,Month-to-month,31.58,1452.68,Yes,No,46,Yes,Credit card,Yes
CUST_806,52,Female,One year,97.26,1069.86,No,DSL,11,Yes,Bank transfer,No
CUST_3115,43,Male,One year,41.37,206.85,No,Fiber optic,5,Yes,Bank transfer,No
CUST_4597,53,Male,Two year,85.84,5150.4,Yes,DSL,60,Yes,Mailed check,No
CUST_639,44,Female,Month-to-month,88.42,2210.5,No,Fiber optic,25,No,Bank transfer,No
CUST_1251,45,Male,Month-to-month,101.78,5089.0,No,No,50,Yes,Mailed check,No
CUST_3672,59,Male,One year,115.09,4373.42,No,No,38,Yes,Mailed check,No
CUST_64,70,Male,One year,38.42,461.04,No,DSL,12,Yes,Bank transfer,Yes
CUST_1912,65,Female,Month-to-month,65.16,260.64,No,DSL,4,No,Mailed check,No
CUST_1067,35,Male,Two year,42.03,2353.68,No,No,56,Yes,Electronic check,No
CUST_2700,46,Male,One year,63.39,1267.8,No,DSL,20,Yes,Mailed check,No
CUST_494,33,Male,Month-to-month,96.24,3849.6,Yes,No,40,Yes,Credit card,Yes
CUST_376,67,Male,Month-to-month,42.36,1186.08,No,Fiber optic,28,Yes,Mailed check,No
CUST_418,61,Female,One year,81.61,2448.3,Yes,Fiber optic,30,Yes,Electronic check,No
CUST_2350,55,Male,Month-to-month,72.91,2770.58,No,DSL,38,Yes,Mailed check,No
CUST_4993,50,Female,Two year,101.35,6385.05,No,No,63,Yes,Credit card,No
CUST_3074,48,Male,Two year,54.63,3714.84,No,No,68,Yes,Bank transfer,Yes
CUST_1050,25,Female,One year,91.98,4690.98,Yes,DSL,51,Yes,Electronic check,No
CUST_1987,27,Female,One year,118.13,8387.23,No,Fiber optic,71,Yes,Credit card,Yes
CUST_32,52,Female,One year,92.93,5947.52,Yes,No,64,Yes,Mailed check,No
CUST_2072,62,Male,Month-to-month,70.22,140.44,Yes,Fiber optic,2,Yes,Electronic check,No
CUST_4786,18,Female,Month-to-month,31.82,572.76,No,Fiber optic,18,Yes,Mailed check,No
CUST_2136,32,Male,Month-to-month,100.19,1402.66,Yes,DSL,14,Yes,Mailed check,No
CUST_2946,52,Female,Month-to-month,88.27,4590.04,No,No,52,Yes,Bank transfer,Yes
CUST_2954,51,Female,Two year,115.33,576.65,No,Fiber optic,5,Yes,Mailed check,No
CUST_486,47,Male,Month-to-month,23.94,1149.12,No,DSL,48,Yes,Mailed check,No
CUST_1998,55,Male,Month-to-month,26.83,1690.29,No,DSL,63,No,Electronic check,Yes
CUST_2009,41,Female,Month-to-month,78.53,5182.98,Yes,No,66,Yes,Bank transfer,Yes
CUST_2797,67,Male,One year,105.74,3277.94,Yes,No,31,Yes,Bank transfer,No
CUST_3815,40,Male,Two year,101.55,1015.5,Yes,Fiber optic,10,No,Bank transfer,No
CUST_1464,32,Male,Month-to-month,77.33,2010.58,No,Fiber optic,26,Yes,Mailed check,No
CUST_1030,26,Male,Month-to-month,48.55,2184.75,No,No,45,Yes,Electronic check,No
CUST_3724,24,Female,Month-to-month,26.4,1478.4,Yes,DSL,56,No,Bank transfer,No
CUST_926,54,Female,One year,27.72,942.48,No,Fiber optic,34,Yes,Mailed check,No
CUST_998,19,Male,Month-to-month,35.1,2421.9,No,Fiber optic,69,No,Credit card,No
CUST_564,28,Male,Two year,99.23,2381.52,No,DSL,24,Yes,Bank transfer,No
CUST_2967,23,Female,Month-to-month,40.18,723.24,No,Fiber optic,18,Yes,Bank transfer,No
CUST_4763,55,Male,Month-to-month,34.36,1855.44,No,DSL,54,Yes,Credit card,Yes
CUST_3531,24,Female,Month-to-month,49.05,1177.2,No,DSL,24,No,Mailed check,No
CUST_3409,26,Female,Month-to-month,101.85,5398.05,Yes,DSL,53,No,Bank transfer,No
CUST_1094,31,Male,Month-to-month,44.84,851.96,Yes,DSL,19,Yes,Mailed check,No
CUST_4642,46,Female,Two year,110.77,221.54,No,Fiber optic,2,No,Electronic check,Yes
CUST_2326,54,Female,One year,61.94,4088.04,No,DSL,66,No,Electronic check,No
CUST_2894,64,Female,Month-to-month,29.84,238.72,Yes,DSL,8,Yes,Bank transfer,No
CUST_4181,45,Female,Two year,79.5,715.5,No,DSL,9,Yes,Bank transfer,No
CUST_302,33,Female,Month-to-month,76.84,461.04,No,No,6,Yes,Bank transfer,Yes
CUST_60,45,Female,Month-to-month,34.52,1415.32,No,DSL,41,Yes,Mailed check,No
CUST_3421,34,Female,Month-to-month,96.24,5870.64,No,DSL,61,No,Bank transfer,No
CUST_101,41,Male,Month-to-month,100.96,6764.32,No,DSL,67,No,Electronic check,Yes
CUST_2629,51,Male,Month-to-month,64.47,3803.73,No,No,59,Yes,Credit card,No
CUST_4506,49,Male,Two year,106.21,5204.29,No,DSL,49,Yes,Electronic check,Yes
CUST_587,41,Female,Two year,92.74,185.48,No,Fiber optic,2,No,Bank transfer,No
CUST_1706,67,Male,One year,87.07,1741.4,No,No,20,Yes,Mailed check,No
CUST_2425,21,Female,Month-to-month,58.62,1993.08,No,Fiber optic,34,Yes,Mailed check,No
CUST_4305,21,Male,Month-to-month,115.36,5537.28,No,DSL,48,Yes,Bank transfer,No
CUST_498,37,Male,Two year,87.9,1054.8,Yes,DSL,12,Yes,Electronic check,No
CUST_4678,42,Female,Month-to-month,119.4,5731.2,No,DSL,48,Yes,Credit card,No
CUST_1164,43,Male,Month-to-month,82.77,993.24,No,DSL,12,Yes,Electronic check,No
CUST_618,43,Male,Month-to-month,114.13,2739.12,Yes,DSL,24,Yes,Mailed check,Yes
CUST_3636,61,Female,Month-to-month,90.57,362.28,Yes,No,4,Yes,Mailed check,No
CUST_68,27,Male,Month-to-month,43.82,1270.78,Yes,Fiber optic,29,Yes,Bank transfer,No
CUST_565,27,Male,One year,106.77,5338.5,Yes,DSL,50,Yes,Electronic check,No
CUST_4353,25,Female,Two year,80.7,5164.8,No,DSL,64,No,Credit card,No
CUST_228,27,Female,Two year,33.52,1474.88,Yes,DSL,44,Yes,Credit card,No
CUST_4066,22,Female,Month-to-month,113.25,5209.5,No,DSL,46,Yes,Credit card,Yes
CUST_3578,70,Female,Two year,54.04,1729.28,No,Fiber optic,32,No,Credit card,No
CUST_3234,21,Female,One year,92.55,2591.4,No,DSL,28,Yes,Bank transfer,Yes
CUST_2477,54,Female,One year,93.63,93.63,No,No,1,Yes,Mailed check,No
CUST_354,19,Male,Two year,36.18,1591.92,No,Fiber optic,44,No,Electronic check,No
CUST_4283,65,Female,One year,79.48,1510.12,No,Fiber optic,19,Yes,Mailed check,No
CUST_3568,58,Female,Month-to-month,67.78,3931.24,No,Fiber optic,58,Yes,Credit card,No
CUST_1578,22,Male,Month-to-month,55.35,2103.3,No,Fiber optic,38,No,Credit card,Yes
CUST_2379,47,Male,Two year,59.49,3747.87,No,No,63,Yes,Bank transfer,No
CUST_2676,34,Female,One year,77.91,1869.84,Yes,DSL,24,Yes,Mailed check,No
CUST_4807,50,Female,One year,67.79,542.32,Yes,DSL,8,Yes,Mailed check,No
CUST_3338,69,Male,Two year,78.83,3468.52,No,DSL,44,Yes,Credit card,No
CUST_142,38,Male,Month-to-month,58.97,1828.07,No,No,31,No,Bank transfer,No
CUST_3971,60,Male,Month-to-month,83.25,416.25,Yes,Fiber optic,5,Yes,Electronic check,No
CUST_3331,32,Female,Month-to-month,75.77,3106.57,Yes,DSL,41,No,Credit card,No
CUST_2292,47,Female,One year,80.69,242.07,No,DSL,3,No,Bank transfer,No
CUST_3973,45,Male,Two year,116.74,6420.7,No,DSL,55,Yes,Bank transfer,No
CUST_841,33,Female,One year,33.57,469.98,Yes,No,14,Yes,Bank transfer,No
CUST_3116,30,Male,Month-to-month,104.72,2408.56,No,No,23,Yes,Credit card,No
CUST_2040,50,Female,One year,103.41,7135.29,Yes,Fiber optic,69,No,Credit card,No
CUST_253,63,Male,Month-to-month,84.91,1188.74,No,No,14,Yes,Mailed check,No
CUST_1338,51,Male,One year,106.39,2766.14,No,DSL,26,No,Mailed check,No
CUST_3732,47,Female,Two year,81.75,2534.25,No,DSL,31,Yes,Electronic check,No
CUST_4890,58,Male,Two year,29.28,1171.2,No,Fiber optic,40,Yes,Bank transfer,No
CUST_38,42,Male,Month-to-month,89.9,2966.7,No,DSL,33,Yes,Mailed check,Yes
CUST_1345,67,Male,Two year,100.04,300.12,No,DSL,3,No,Credit card,No
CUST_2228,32,Female,Month-to-month,37.1,2263.1,No,Fiber optic,61,Yes,Bank transfer,No
CUST_4115,47,Female,One year,81.81,5644.89,No,DSL,69,Yes,Electronic check,No
CUST_717,55,Female,Month-to-month,69.62,2297.46,Yes,Fiber optic,33,Yes,Mailed check,No
CUST_4163,20,Female,Two year,113.99,2621.77,Yes,DSL,23,Yes,Credit card,No
CUST_2855,28,Female,Month-to-month,35.3,706.0,No,DSL,20,No,Mailed check,No
CUST_3980,28,Male,Month-to-month,67.39,3032.55,No,Fiber optic,45,Yes,Bank transfer,Yes
CUST_3162,39,Female,Month-to-month,28.56,828.24,No,No,29,Yes,Electronic check,No
CUST_3279,54,Male,Month-to-month,119.11,2977.75,No,DSL,25,No,Electronic check,No
CUST_419,50,Male,Two year,44.78,1612.08,Yes,Fiber optic,36,Yes,Electronic check,No
CUST_1379,34,Male,Month-to-month,105.24,7366.8,No,Fiber optic,70,Yes,Bank transfer,No
CUST_1188,33,Female,Month-to-month,48.82,3515.04,Yes,Fiber optic,72,Yes,Electronic check,No
CUST_1881,70,Male,Month-to-month,112.7,7100.1,Yes,Fiber optic,63,No,Credit card,No
CUST_78,19,Female,Month-to-month,37.45,2172.1,No,DSL,58,Yes,Mailed check,No
CUST_4138,47,Male,Month-to-month,41.59,0.0,No,No,0,No,Credit card,No
CUST_3814,24,Male,Two year,72.82,3859.46,Yes,Fiber optic,53,Yes,Electronic check,No
CUST_2446,63,Female,One year,100.92,3431.28,No,Fiber optic,34,Yes,Mailed check,No
CUST_3209,49,Female,Month-to-month,51.66,361.62,No,DSL,7,Yes,Electronic check,No
CUST_2792,22,Female,Two year,72.62,4211.96,No,DSL,58,Yes,Mailed check,Yes
CUST_4805,54,Female,Two year,51.77,724.78,No,DSL,14,Yes,Bank transfer,No
CUST_3047,32,Male,Two year,21.02,966.92,No,DSL,46,No,Credit card,No
CUST_4868,52,Male,One year,43.74,481.14,No,DSL,11,Yes,Electronic check,No
CUST_1439,18,Male,One year,66.24,331.2,No,Fiber optic,5,Yes,Bank transfer,No
CUST_3836,44,Male,Month-to-month,101.84,2240.48,No,Fiber optic,22,Yes,Credit card,Yes
CUST_930,65,Male,Month-to-month,22.85,388.45,No,DSL,17,Yes,Bank transfer,No
CUST_2951,45,Female,Month-to-month,36.3,1197.9,No,Fiber optic,33,No,Mailed check,No
CUST_726,64,Female,Month-to-month,54.17,2762.67,Yes,Fiber optic,51,Yes,Bank transfer,No
CUST_2403,55,Male,Month-to-month,92.25,1291.5,No,Fiber optic,14,Yes,Credit card,No
CUST_125,61,Female,One year,86.79,5554.56,Yes,Fiber optic,64,Yes,Bank transfer,No
CUST_105,44,Male,Month-to-month,53.46,481.14,Yes,DSL,9,Yes,Electronic check,Yes
CUST_996,70,Male,Month-to-month,97.66,6445.56,Yes,Fiber optic,66,No,Credit card,No
CUST_65,56,Female,One year,32.37,64.74,No,Fiber optic,2,No,Mailed check,No
CUST_4428,29,Female,Month-to-month,35.53,390.83,Yes,Fiber optic,11,Yes,Bank transfer,Yes
CUST_415,49,Male,Month-to-month,75.55,3173.1,Yes,Fiber optic,42,Yes,Credit card,Yes
CUST_1869,47,Female,Month-to-month,65.84,987.6,Yes,No,15,Yes,Bank transfer,No
CUST_2812,45,Male,Two year,23.14,69.42,No,No,3,Yes,Credit card,No
CUST_2191,54,Female,One year,35.19,211.14,No,Fiber optic,6,Yes,Bank transfer,No
CUST_1836,56,Female,One year,97.61,5954.21,No,Fiber optic,61,No,Electronic check,Yes
CUST_1820,28,Female,Two year,56.72,1758.32,No,DSL,31,Yes,Bank transfer,No
